File,File.Name,Number.of.observations,population,measure,description,year,elig,race_code,sex_code,adjust,dual,url
"year 20, sex all",PSI_Final_long_sex_all_20.csv,0,f,s,PSI,20,,,.,,,psi_final_long_sex_all_20
"year 21, fltr1&2, racecat 2",Prev_Final_long_fltr12_year_21_racecat_2.csv,0,f,v,Prevalence,21,,2,,12,,prev_final_long_fltr12_racecat_2_21_f
"year 21, fltr1&2, racecat 4",Prev_Final_long_fltr12_year_21_racecat_4.csv,0,f,v,Prevalence,21,,4,,12,,prev_final_long_fltr12_racecat_4_21_f
"year 21, fltr1&2, racecat 5",Prev_Final_long_fltr12_year_21_racecat_5.csv,0,f,v,Prevalence,21,,5,,12,,prev_final_long_fltr12_racecat_5_21_f
"year 21, fltr1&2, racecat 6",Prev_Final_long_fltr12_year_21_racecat_6.csv,0,f,v,Prevalence,21,,6,,12,,prev_final_long_fltr12_racecat_6_21_f
"year 21, fltr1&2, racecat all, sexcat 1",Prev_Final_long_fltr12_year_21_racecat_all_sexcat_1.csv,0,f,v,Prevalence,21,,.,1,12,,prev_final_long_fltr12_racecat_all_sexcat_1_21_f
"year 21, fltr1&2, racecat all, sexcat 2",Prev_Final_long_fltr12_year_21_racecat_all_sexcat_2.csv,0,f,v,Prevalence,21,,.,2,12,,prev_final_long_fltr12_racecat_all_sexcat_2_21_f
"year 21, fltr1&2, racecat all, sexcat all",Prev_Final_long_fltr12_year_21_racecat_all_sexcat_all.csv,0,f,v,Prevalence,21,,.,.,12,,prev_final_long_fltr12_racecat_all_sexcat_all_21_f
"year 21, fltr1&2, racecat 1, sexcat 1",Prev_Final_long_fltr12_year_21_racecat_1_sexcat_1.csv,0,f,v,Prevalence,21,,1,1,12,,prev_final_long_fltr12_racecat_1_sexcat_1_21_f
"year 21, fltr1&2, racecat 1, sexcat 2",Prev_Final_long_fltr12_year_21_racecat_1_sexcat_2.csv,0,f,v,Prevalence,21,,1,2,12,,prev_final_long_fltr12_racecat_1_sexcat_2_21_f
"year 21, fltr1&2, racecat 1, sexcat all",Prev_Final_long_fltr12_year_21_racecat_1_sexcat_all.csv,0,f,v,Prevalence,21,,1,.,12,,prev_final_long_fltr12_racecat_1_sexcat_all_21_f
"year 21, fltr3&4, racecat 2",Prev_Final_long_fltr34_year_21_racecat_2.csv,0,f,v,Prevalence,21,,2,,34,,prev_final_long_fltr34_racecat_2_21_f
"year 21, fltr3&4, racecat 4",Prev_Final_long_fltr34_year_21_racecat_4.csv,0,f,v,Prevalence,21,,4,,34,,prev_final_long_fltr34_racecat_4_21_f
"year 21, fltr3&4, racecat 5",Prev_Final_long_fltr34_year_21_racecat_5.csv,0,f,v,Prevalence,21,,5,,34,,prev_final_long_fltr34_racecat_5_21_f
"year 21, fltr3&4, racecat 6",Prev_Final_long_fltr34_year_21_racecat_6.csv,0,f,v,Prevalence,21,,6,,34,,prev_final_long_fltr34_racecat_6_21_f
"year 21, fltr3&4, racecat all, sexcat 1",Prev_Final_long_fltr34_year_21_racecat_all_sexcat_1.csv,0,f,v,Prevalence,21,,.,1,34,,prev_final_long_fltr34_racecat_all_sexcat_1_21_f
"year 21, fltr3&4, racecat all, sexcat 2",Prev_Final_long_fltr34_year_21_racecat_all_sexcat_2.csv,0,f,v,Prevalence,21,,.,2,34,,prev_final_long_fltr34_racecat_all_sexcat_2_21_f
"year 21, fltr3&4, racecat all, sexcat all",Prev_Final_long_fltr34_year_21_racecat_all_sexcat_all.csv,0,f,v,Prevalence,21,,.,.,34,,prev_final_long_fltr34_racecat_all_sexcat_all_21_f
"year 21, fltr3&4, racecat 1, sexcat 1",Prev_Final_long_fltr34_year_21_racecat_1_sexcat_1.csv,0,f,v,Prevalence,21,,1,1,34,,prev_final_long_fltr34_racecat_1_sexcat_1_21_f
"year 21, fltr3&4, racecat 1, sexcat 2",Prev_Final_long_fltr34_year_21_racecat_1_sexcat_2.csv,0,f,v,Prevalence,21,,1,2,34,,prev_final_long_fltr34_racecat_1_sexcat_2_21_f
"year 21, fltr3&4, racecat 1, sexcat all",Prev_Final_long_fltr34_year_21_racecat_1_sexcat_all.csv,0,f,v,Prevalence,21,,1,.,34,,prev_final_long_fltr34_racecat_1_sexcat_all_21_f
"year 21, fltr1&2, racecat 2",Hosp_Final_long_fltr12_year_21_racecat_2.csv,0,f,h,Hospitalization,21,,2,,12,,hosp_final_long_fltr12_racecat_2_21_f
"year 21, fltr1&2, racecat 4",Hosp_Final_long_fltr12_year_21_racecat_4.csv,0,f,h,Hospitalization,21,,4,,12,,hosp_final_long_fltr12_racecat_4_21_f
"year 21, fltr1&2, racecat 5",Hosp_Final_long_fltr12_year_21_racecat_5.csv,0,f,h,Hospitalization,21,,5,,12,,hosp_final_long_fltr12_racecat_5_21_f
"year 21, fltr1&2, racecat 6",Hosp_Final_long_fltr12_year_21_racecat_6.csv,0,f,h,Hospitalization,21,,6,,12,,hosp_final_long_fltr12_racecat_6_21_f
"year 21, fltr1&2, racecat all, sexcat 1",Hosp_Final_long_fltr12_year_21_racecat_all_sexcat_1.csv,0,f,h,Hospitalization,21,,.,1,12,,hosp_final_long_fltr12_racecat_all_sexcat_1_21_f
"year 21, fltr1&2, racecat all, sexcat 2",Hosp_Final_long_fltr12_year_21_racecat_all_sexcat_2.csv,0,f,h,Hospitalization,21,,.,2,12,,hosp_final_long_fltr12_racecat_all_sexcat_2_21_f
"year 21, fltr1&2, racecat all, sexcat all",Hosp_Final_long_fltr12_year_21_racecat_all_sexcat_all.csv,0,f,h,Hospitalization,21,,.,.,12,,hosp_final_long_fltr12_racecat_all_sexcat_all_21_f
"year 21, fltr1&2, racecat 1, sexcat 1",Hosp_Final_long_fltr12_year_21_racecat_1_sexcat_1.csv,0,f,h,Hospitalization,21,,1,1,12,,hosp_final_long_fltr12_racecat_1_sexcat_1_21_f
"year 21, fltr1&2, racecat 1, sexcat 2",Hosp_Final_long_fltr12_year_21_racecat_1_sexcat_2.csv,0,f,h,Hospitalization,21,,1,2,12,,hosp_final_long_fltr12_racecat_1_sexcat_2_21_f
"year 21, fltr1&2, racecat 1, sexcat all",Hosp_Final_long_fltr12_year_21_racecat_1_sexcat_all.csv,0,f,h,Hospitalization,21,,1,.,12,,hosp_final_long_fltr12_racecat_1_sexcat_all_21_f
"year 21, fltr3&4, racecat 2",Hosp_Final_long_fltr34_year_21_racecat_2.csv,0,f,h,Hospitalization,21,,2,,34,,hosp_final_long_fltr34_racecat_2_21_f
"year 21, fltr3&4, racecat 4",Hosp_Final_long_fltr34_year_21_racecat_4.csv,0,f,h,Hospitalization,21,,4,,34,,hosp_final_long_fltr34_racecat_4_21_f
"year 21, fltr3&4, racecat 5",Hosp_Final_long_fltr34_year_21_racecat_5.csv,0,f,h,Hospitalization,21,,5,,34,,hosp_final_long_fltr34_racecat_5_21_f
"year 21, fltr3&4, racecat 6",Hosp_Final_long_fltr34_year_21_racecat_6.csv,0,f,h,Hospitalization,21,,6,,34,,hosp_final_long_fltr34_racecat_6_21_f
"year 21, fltr3&4, racecat all, sexcat 1",Hosp_Final_long_fltr34_year_21_racecat_all_sexcat_1.csv,0,f,h,Hospitalization,21,,.,1,34,,hosp_final_long_fltr34_racecat_all_sexcat_1_21_f
"year 21, fltr3&4, racecat all, sexcat 2",Hosp_Final_long_fltr34_year_21_racecat_all_sexcat_2.csv,0,f,h,Hospitalization,21,,.,2,34,,hosp_final_long_fltr34_racecat_all_sexcat_2_21_f
"year 21, fltr3&4, racecat all, sexcat all",Hosp_Final_long_fltr34_year_21_racecat_all_sexcat_all.csv,0,f,h,Hospitalization,21,,.,.,34,,hosp_final_long_fltr34_racecat_all_sexcat_all_21_f
"year 21, fltr3&4, racecat 1, sexcat 1",Hosp_Final_long_fltr34_year_21_racecat_1_sexcat_1.csv,0,f,h,Hospitalization,21,,1,1,34,,hosp_final_long_fltr34_racecat_1_sexcat_1_21_f
"year 21, fltr3&4, racecat 1, sexcat 2",Hosp_Final_long_fltr34_year_21_racecat_1_sexcat_2.csv,0,f,h,Hospitalization,21,,1,2,34,,hosp_final_long_fltr34_racecat_1_sexcat_2_21_f
"year 21, fltr3&4, racecat 1, sexcat all",Hosp_Final_long_fltr34_year_21_racecat_1_sexcat_all.csv,0,f,h,Hospitalization,21,,1,.,34,,hosp_final_long_fltr34_racecat_1_sexcat_all_21_f
"year 21, fltr1&2, racecat 2",ED_Final_long_fltr12_year_21_racecat_2.csv,0,f,e,Emergency Room,21,,2,,12,,ed_final_long_fltr12_racecat_2_21_f
"year 21, fltr1&2, racecat 4",ED_Final_long_fltr12_year_21_racecat_4.csv,0,f,e,Emergency Room,21,,4,,12,,ed_final_long_fltr12_racecat_4_21_f
"year 21, fltr1&2, racecat 5",ED_Final_long_fltr12_year_21_racecat_5.csv,0,f,e,Emergency Room,21,,5,,12,,ed_final_long_fltr12_racecat_5_21_f
"year 21, fltr1&2, racecat 6",ED_Final_long_fltr12_year_21_racecat_6.csv,0,f,e,Emergency Room,21,,6,,12,,ed_final_long_fltr12_racecat_6_21_f
"year 21, fltr1&2, racecat all, sexcat 1",ED_Final_long_fltr12_year_21_racecat_all_sexcat_1.csv,0,f,e,Emergency Room,21,,.,1,12,,ed_final_long_fltr12_racecat_all_sexcat_1_21_f
"year 21, fltr1&2, racecat all, sexcat 2",ED_Final_long_fltr12_year_21_racecat_all_sexcat_2.csv,0,f,e,Emergency Room,21,,.,2,12,,ed_final_long_fltr12_racecat_all_sexcat_2_21_f
"year 21, fltr1&2, racecat all, sexcat all",ED_Final_long_fltr12_year_21_racecat_all_sexcat_all.csv,0,f,e,Emergency Room,21,,.,.,12,,ed_final_long_fltr12_racecat_all_sexcat_all_21_f
"year 21, fltr1&2, racecat 1, dual 0",ED_Final_long_fltr12_year_21_racecat_1_dual_0.csv,0,f,e,Emergency Room,21,,1,,12,0,ed_final_long_fltr12_racecat_1_dual_0_21_f
"year 21, fltr1&2, racecat 1, dual 1",ED_Final_long_fltr12_year_21_racecat_1_dual_1.csv,0,f,e,Emergency Room,21,,1,,12,1,ed_final_long_fltr12_racecat_1_dual_1_21_f
"year 21, fltr1&2, racecat 1, dual all",ED_Final_long_fltr12_year_21_racecat_1_dual_all.csv,0,f,e,Emergency Room,21,,1,,12,.,ed_final_long_fltr12_racecat_1_dual_all_21_f
"year 21, fltr3&4, racecat 2",ED_Final_long_fltr34_year_21_racecat_2.csv,0,f,e,Emergency Room,21,,2,,34,,ed_final_long_fltr34_racecat_2_21_f
"year 21, fltr3&4, racecat 4",ED_Final_long_fltr34_year_21_racecat_4.csv,0,f,e,Emergency Room,21,,4,,34,,ed_final_long_fltr34_racecat_4_21_f
"year 21, fltr3&4, racecat 5",ED_Final_long_fltr34_year_21_racecat_5.csv,0,f,e,Emergency Room,21,,5,,34,,ed_final_long_fltr34_racecat_5_21_f
"year 21, fltr3&4, racecat 6",ED_Final_long_fltr34_year_21_racecat_6.csv,0,f,e,Emergency Room,21,,6,,34,,ed_final_long_fltr34_racecat_6_21_f
"year 21, fltr3&4, racecat all, sexcat 1",ED_Final_long_fltr34_year_21_racecat_all_sexcat_1.csv,0,f,e,Emergency Room,21,,.,1,34,,ed_final_long_fltr34_racecat_all_sexcat_1_21_f
"year 21, fltr3&4, racecat all, sexcat 2",ED_Final_long_fltr34_year_21_racecat_all_sexcat_2.csv,0,f,e,Emergency Room,21,,.,2,34,,ed_final_long_fltr34_racecat_all_sexcat_2_21_f
"year 21, fltr3&4, racecat all, sexcat all",ED_Final_long_fltr34_year_21_racecat_all_sexcat_all.csv,0,f,e,Emergency Room,21,,.,.,34,,ed_final_long_fltr34_racecat_all_sexcat_all_21_f
"year 21, fltr3&4, racecat 1, dual 0",ED_Final_long_fltr34_year_21_racecat_1_dual_0.csv,0,f,e,Emergency Room,21,,1,,34,0,ed_final_long_fltr34_racecat_1_dual_0_21_f
"year 21, fltr3&4, racecat 1, dual 1",ED_Final_long_fltr34_year_21_racecat_1_dual_1.csv,0,f,e,Emergency Room,21,,1,,34,1,ed_final_long_fltr34_racecat_1_dual_1_21_f
"year 21, fltr3&4, racecat 1, dual all",ED_Final_long_fltr34_year_21_racecat_1_dual_all.csv,0,f,e,Emergency Room,21,,1,,34,.,ed_final_long_fltr34_racecat_1_dual_all_21_f
"year 21, dual 0",Totalcost_Final_long_year_21_dual_0.csv,0,f,t,Total Cost,21,,,,,0,totalcost_final_long_dual_0_21_f
"year 21, dual 1",Totalcost_Final_long_year_21_dual_1.csv,0,f,t,Total Cost,21,,,,,1,totalcost_final_long_dual_1_21_f
"year 21, dual all",Totalcost_Final_long_year_21_dual_all.csv,0,f,t,Total Cost,21,,,,,.,totalcost_final_long_dual_all_21_f
"year 21, dual 0",Riskcost_Final_long_year_21_dual_0.csv,0,f,a,Risk-Adjusted Cost,21,,,,,0,riskcost_final_long_dual_0_21_f
"year 21, dual 1",Riskcost_Final_long_year_21_dual_1.csv,0,f,a,Risk-Adjusted Cost,21,,,,,1,riskcost_final_long_dual_1_21_f
"year 21, dual all",Riskcost_Final_long_year_21_dual_all.csv,0,f,a,Risk-Adjusted Cost,21,,,,,.,riskcost_final_long_dual_all_21_f
"year 21, dual 0",Principalcost_Final_long_year_21_dual_0.csv,0,f,p,Principal Cost,21,,,,,0,principalcost_final_long_dual_0_21_f
"year 21, dual 1",Principalcost_Final_long_year_21_dual_1.csv,0,f,p,Principal Cost,21,,,,,1,principalcost_final_long_dual_1_21_f
"year 21, dual all",Principalcost_Final_long_year_21_dual_all.csv,0,f,p,Principal Cost,21,,,,,.,principalcost_final_long_dual_all_21_f
"year 21, eligcat 2",Precare_Final_long_year_21_eligcat_2.csv,0,f,c,Preventive Care,21,2,,,,,precare_final_long_eligcat_2_21_f
"year 21, eligcat 3",Precare_Final_long_year_21_eligcat_3.csv,0,f,c,Preventive Care,21,3,,,,,precare_final_long_eligcat_3_21_f
"year 21, eligcat all , dual 0",Precare_Final_long_year_21_eligcat_all_dual_0.csv,0,f,c,Preventive Care,21,.,,,,0,precare_final_long_eligcat_all_dual_0_21_f
"year 21, eligcat all , dual 1",Precare_Final_long_year_21_eligcat_all_dual_1.csv,0,f,c,Preventive Care,21,.,,,,1,precare_final_long_eligcat_all_dual_1_21_f
"year 21, eligcat all , dual all",Precare_Final_long_year_21_eligcat_all_dual_all.csv,0,f,c,Preventive Care,21,.,,,,.,precare_final_long_eligcat_all_dual_all_21_f
"year 21, eligcat 0, dual 0",Precare_Final_long_year_21_eligcat_0_dual_0.csv,0,f,c,Preventive Care,21,0,,,,0,precare_final_long_eligcat_0_dual_0_21_f
"year 21, eligcat 0, dual 1",Precare_Final_long_year_21_eligcat_0_dual_1.csv,0,f,c,Preventive Care,21,0,,,,1,precare_final_long_eligcat_0_dual_1_21_f
"year 21, eligcat 0, dual all",Precare_Final_long_year_21_eligcat_0_dual_all.csv,0,f,c,Preventive Care,21,0,,,,.,precare_final_long_eligcat_0_dual_all_21_f
"year 21, eligcat 1, dual 0",Precare_Final_long_year_21_eligcat_1_dual_0.csv,0,f,c,Preventive Care,21,1,,,,0,precare_final_long_eligcat_1_dual_0_21_f
"year 21, eligcat 1, dual 1",Precare_Final_long_year_21_eligcat_1_dual_1.csv,0,f,c,Preventive Care,21,1,,,,1,precare_final_long_eligcat_1_dual_1_21_f
"year 21, eligcat 1, dual all",Precare_Final_long_year_21_eligcat_1_dual_all.csv,0,f,c,Preventive Care,21,1,,,,.,precare_final_long_eligcat_1_dual_all_21_f
year 21,PQI_Final_long_year_21.csv,0,f,q,PQI,21,,,,,,pqi_final_long_year_21_f
year 21,Readmission_Final_long 21.csv,0,f,r,Readmission,21,,,,,,readmission_final_long_21_f
year 21,Mortality_Final_long 21.csv,0,f,m,Mortality,21,,,,,,mortality_final_long_21_f
"year 15, fltr1&2, racecat 2",MA_Prev_Final_long_fltr12_year_15_racecat_2.csv,9666756,m,v,Prevalence,15,,2,,12,,ma_prev_final_long_fltr12_year_15_racecat_2
"year 15, fltr1&2, racecat 3",MA_Prev_Final_long_fltr12_year_15_racecat_3.csv,2380107,m,v,Prevalence,15,,3,,12,,ma_prev_final_long_fltr12_year_15_racecat_3
"year 15, fltr1&2, racecat 4",MA_Prev_Final_long_fltr12_year_15_racecat_4.csv,2972578,m,v,Prevalence,15,,4,,12,,ma_prev_final_long_fltr12_year_15_racecat_4
"year 15, fltr1&2, racecat 5",MA_Prev_Final_long_fltr12_year_15_racecat_5.csv,6359205,m,v,Prevalence,15,,5,,12,,ma_prev_final_long_fltr12_year_15_racecat_5
"year 15, fltr1&2, racecat 6",MA_Prev_Final_long_fltr12_year_15_racecat_6.csv,1111690,m,v,Prevalence,15,,6,,12,,ma_prev_final_long_fltr12_year_15_racecat_6
"year 15, fltr1&2, racecat all, sexcat 1",MA_Prev_Final_long_fltr12_year_15_racecat_all_sexcat_1.csv,7884621,m,v,Prevalence,15,,.,1,12,,ma_prev_final_long_fltr12_year_15_racecat_all_sexcat_1
"year 15, fltr1&2, racecat all, sexcat 2",MA_Prev_Final_long_fltr12_year_15_racecat_all_sexcat_2.csv,8279993,m,v,Prevalence,15,,.,2,12,,ma_prev_final_long_fltr12_year_15_racecat_all_sexcat_2
"year 15, fltr1&2, racecat all, sexcat all",MA_Prev_Final_long_fltr12_year_15_racecat_all_sexcat_all.csv,9089641,m,v,Prevalence,15,,.,.,12,,ma_prev_final_long_fltr12_year_15_racecat_all_sexcat_all
"year 15, fltr1&2, racecat 1, sexcat 1",MA_Prev_Final_long_fltr12_year_15_racecat_1_sexcat_1.csv,7190792,m,v,Prevalence,15,,1,1,12,,ma_prev_final_long_fltr12_year_15_racecat_1_sexcat_1
"year 15, fltr1&2, racecat 1, sexcat 2",MA_Prev_Final_long_fltr12_year_15_racecat_1_sexcat_2.csv,7608634,m,v,Prevalence,15,,1,2,12,,ma_prev_final_long_fltr12_year_15_racecat_1_sexcat_2
"year 15, fltr1&2, racecat 1, sexcat all",MA_Prev_Final_long_fltr12_year_15_racecat_1_sexcat_all.csv,8424155,m,v,Prevalence,15,,1,.,12,,ma_prev_final_long_fltr12_year_15_racecat_1_sexcat_all
"year 15, fltr3&4, racecat 2",MA_Prev_Final_long_fltr34_year_15_racecat_2.csv,5741211,m,v,Prevalence,15,,2,,34,,ma_prev_final_long_fltr34_year_15_racecat_2
"year 15, fltr3&4, racecat 3",MA_Prev_Final_long_fltr34_year_15_racecat_3.csv,1276153,m,v,Prevalence,15,,3,,34,,ma_prev_final_long_fltr34_year_15_racecat_3
"year 15, fltr3&4, racecat 4",MA_Prev_Final_long_fltr34_year_15_racecat_4.csv,1241541,m,v,Prevalence,15,,4,,34,,ma_prev_final_long_fltr34_year_15_racecat_4
"year 15, fltr3&4, racecat 5",MA_Prev_Final_long_fltr34_year_15_racecat_5.csv,3022517,m,v,Prevalence,15,,5,,34,,ma_prev_final_long_fltr34_year_15_racecat_5
"year 15, fltr3&4, racecat 6",MA_Prev_Final_long_fltr34_year_15_racecat_6.csv,476965,m,v,Prevalence,15,,6,,34,,ma_prev_final_long_fltr34_year_15_racecat_6
"year 15, fltr3&4, racecat all, sexcat 1",MA_Prev_Final_long_fltr34_year_15_racecat_all_sexcat_1.csv,6850992,m,v,Prevalence,15,,.,1,34,,ma_prev_final_long_fltr34_year_15_racecat_all_sexcat_1
"year 15, fltr3&4, racecat all, sexcat 2",MA_Prev_Final_long_fltr34_year_15_racecat_all_sexcat_2.csv,7182233,m,v,Prevalence,15,,.,2,34,,ma_prev_final_long_fltr34_year_15_racecat_all_sexcat_2
"year 15, fltr3&4, racecat all, sexcat all",MA_Prev_Final_long_fltr34_year_15_racecat_all_sexcat_all.csv,7900577,m,v,Prevalence,15,,.,.,34,,ma_prev_final_long_fltr34_year_15_racecat_all_sexcat_all
"year 15, fltr3&4, racecat 1, sexcat 1",MA_Prev_Final_long_fltr34_year_15_racecat_1_sexcat_1.csv,6321821,m,v,Prevalence,15,,1,1,34,,ma_prev_final_long_fltr34_year_15_racecat_1_sexcat_1
"year 15, fltr3&4, racecat 1, sexcat 2",MA_Prev_Final_long_fltr34_year_15_racecat_1_sexcat_2.csv,6667973,m,v,Prevalence,15,,1,2,34,,ma_prev_final_long_fltr34_year_15_racecat_1_sexcat_2
"year 15, fltr3&4, racecat 1, sexcat all",MA_Prev_Final_long_fltr34_year_15_racecat_1_sexcat_all.csv,7435797,m,v,Prevalence,15,,1,.,34,,ma_prev_final_long_fltr34_year_15_racecat_1_sexcat_all
"year 16, fltr1&2, racecat 2",MA_Prev_Final_long_fltr12_year_16_racecat_2.csv,10038097,m,v,Prevalence,16,,2,,12,,ma_prev_final_long_fltr12_year_16_racecat_2
"year 16, fltr1&2, racecat 3",MA_Prev_Final_long_fltr12_year_16_racecat_3.csv,2460634,m,v,Prevalence,16,,3,,12,,ma_prev_final_long_fltr12_year_16_racecat_3
"year 16, fltr1&2, racecat 4",MA_Prev_Final_long_fltr12_year_16_racecat_4.csv,3146025,m,v,Prevalence,16,,4,,12,,ma_prev_final_long_fltr12_year_16_racecat_4
"year 16, fltr1&2, racecat 5",MA_Prev_Final_long_fltr12_year_16_racecat_5.csv,6671241,m,v,Prevalence,16,,5,,12,,ma_prev_final_long_fltr12_year_16_racecat_5
"year 16, fltr1&2, racecat 6",MA_Prev_Final_long_fltr12_year_16_racecat_6.csv,1170378,m,v,Prevalence,16,,6,,12,,ma_prev_final_long_fltr12_year_16_racecat_6
"year 16, fltr1&2, racecat all, sexcat 1",MA_Prev_Final_long_fltr12_year_16_racecat_all_sexcat_1.csv,8039874,m,v,Prevalence,16,,.,1,12,,ma_prev_final_long_fltr12_year_16_racecat_all_sexcat_1
"year 16, fltr1&2, racecat all, sexcat 2",MA_Prev_Final_long_fltr12_year_16_racecat_all_sexcat_2.csv,8416646,m,v,Prevalence,16,,.,2,12,,ma_prev_final_long_fltr12_year_16_racecat_all_sexcat_2
"year 16, fltr1&2, racecat all, sexcat all",MA_Prev_Final_long_fltr12_year_16_racecat_all_sexcat_all.csv,9215542,m,v,Prevalence,16,,.,.,12,,ma_prev_final_long_fltr12_year_16_racecat_all_sexcat_all
"year 16, fltr1&2, racecat 1, sexcat 1",MA_Prev_Final_long_fltr12_year_16_racecat_1_sexcat_1.csv,7332033,m,v,Prevalence,16,,1,1,12,,ma_prev_final_long_fltr12_year_16_racecat_1_sexcat_1
"year 16, fltr1&2, racecat 1, sexcat 2",MA_Prev_Final_long_fltr12_year_16_racecat_1_sexcat_2.csv,7745206,m,v,Prevalence,16,,1,2,12,,ma_prev_final_long_fltr12_year_16_racecat_1_sexcat_2
"year 16, fltr1&2, racecat 1, sexcat all",MA_Prev_Final_long_fltr12_year_16_racecat_1_sexcat_all.csv,8534906,m,v,Prevalence,16,,1,.,12,,ma_prev_final_long_fltr12_year_16_racecat_1_sexcat_all
"year 16, fltr3&4, racecat 2",MA_Prev_Final_long_fltr34_year_16_racecat_2.csv,6145146,m,v,Prevalence,16,,2,,34,,ma_prev_final_long_fltr34_year_16_racecat_2
"year 16, fltr3&4, racecat 3",MA_Prev_Final_long_fltr34_year_16_racecat_3.csv,1417879,m,v,Prevalence,16,,3,,34,,ma_prev_final_long_fltr34_year_16_racecat_3
"year 16, fltr3&4, racecat 4",MA_Prev_Final_long_fltr34_year_16_racecat_4.csv,1390295,m,v,Prevalence,16,,4,,34,,ma_prev_final_long_fltr34_year_16_racecat_4
"year 16, fltr3&4, racecat 5",MA_Prev_Final_long_fltr34_year_16_racecat_5.csv,3442008,m,v,Prevalence,16,,5,,34,,ma_prev_final_long_fltr34_year_16_racecat_5
"year 16, fltr3&4, racecat 6",MA_Prev_Final_long_fltr34_year_16_racecat_6.csv,547086,m,v,Prevalence,16,,6,,34,,ma_prev_final_long_fltr34_year_16_racecat_6
"year 16, fltr3&4, racecat all, sexcat 1",MA_Prev_Final_long_fltr34_year_16_racecat_all_sexcat_1.csv,7081606,m,v,Prevalence,16,,.,1,34,,ma_prev_final_long_fltr34_year_16_racecat_all_sexcat_1
"year 16, fltr3&4, racecat all, sexcat 2",MA_Prev_Final_long_fltr34_year_16_racecat_all_sexcat_2.csv,7376983,m,v,Prevalence,16,,.,2,34,,ma_prev_final_long_fltr34_year_16_racecat_all_sexcat_2
"year 16, fltr3&4, racecat all, sexcat all",MA_Prev_Final_long_fltr34_year_16_racecat_all_sexcat_all.csv,8083529,m,v,Prevalence,16,,.,.,34,,ma_prev_final_long_fltr34_year_16_racecat_all_sexcat_all
"year 16, fltr3&4, racecat 1, sexcat 1",MA_Prev_Final_long_fltr34_year_16_racecat_1_sexcat_1.csv,6554384,m,v,Prevalence,16,,1,1,34,,ma_prev_final_long_fltr34_year_16_racecat_1_sexcat_1
"year 16, fltr3&4, racecat 1, sexcat 2",MA_Prev_Final_long_fltr34_year_16_racecat_1_sexcat_2.csv,6866730,m,v,Prevalence,16,,1,2,34,,ma_prev_final_long_fltr34_year_16_racecat_1_sexcat_2
"year 16, fltr3&4, racecat 1, sexcat all",MA_Prev_Final_long_fltr34_year_16_racecat_1_sexcat_all.csv,7619741,m,v,Prevalence,16,,1,.,34,,ma_prev_final_long_fltr34_year_16_racecat_1_sexcat_all
"year 17, fltr1&2, racecat 2",MA_Prev_Final_long_fltr12_year_17_racecat_2.csv,10447021,m,v,Prevalence,17,,2,,12,,ma_prev_final_long_fltr12_year_17_racecat_2
"year 17, fltr1&2, racecat 3",MA_Prev_Final_long_fltr12_year_17_racecat_3.csv,2564078,m,v,Prevalence,17,,3,,12,,ma_prev_final_long_fltr12_year_17_racecat_3
"year 17, fltr1&2, racecat 4",MA_Prev_Final_long_fltr12_year_17_racecat_4.csv,3332229,m,v,Prevalence,17,,4,,12,,ma_prev_final_long_fltr12_year_17_racecat_4
"year 17, fltr1&2, racecat 5",MA_Prev_Final_long_fltr12_year_17_racecat_5.csv,7080786,m,v,Prevalence,17,,5,,12,,ma_prev_final_long_fltr12_year_17_racecat_5
"year 17, fltr1&2, racecat 6",MA_Prev_Final_long_fltr12_year_17_racecat_6.csv,1264542,m,v,Prevalence,17,,6,,12,,ma_prev_final_long_fltr12_year_17_racecat_6
"year 17, fltr1&2, racecat all, sexcat 1",MA_Prev_Final_long_fltr12_year_17_racecat_all_sexcat_1.csv,8197358,m,v,Prevalence,17,,.,1,12,,ma_prev_final_long_fltr12_year_17_racecat_all_sexcat_1
"year 17, fltr1&2, racecat all, sexcat 2",MA_Prev_Final_long_fltr12_year_17_racecat_all_sexcat_2.csv,8568431,m,v,Prevalence,17,,.,2,12,,ma_prev_final_long_fltr12_year_17_racecat_all_sexcat_2
"year 17, fltr1&2, racecat all, sexcat all",MA_Prev_Final_long_fltr12_year_17_racecat_all_sexcat_all.csv,9350012,m,v,Prevalence,17,,.,.,12,,ma_prev_final_long_fltr12_year_17_racecat_all_sexcat_all
